ts,url,model,error_type,error_message,http_status,http_body_snippet
,https://flixier.com/tools/add-subtitle-to-video,,,,,
,https://unifab.ai/resource/free-video-translator,,,,,
,https://zeemo.ai/tools/video-translator,,,,,
,https://flixier.com/tools/add-subtitle-to-video,,,,,
,https://unifab.ai/resource/free-video-translator,,,,,
,https://zeemo.ai/tools/video-translator,,,,,
,https://www.techradar.com/best/best-text-to-speech-software,,,,,
,https://murf.ai/blog/best-text-to-speech-api,,,,,
,https://www.unite.ai/best-text-to-speech-apis/,,,,,
,https://geekflare.com/best/best-text-to-speech-converters/,,,,,
,https://citipen.com/best-text-to-speech-software-2025/,,,,,
,https://theaisurf.com/best-ai-text-to-speech-software/,,,,,
,https://typecast.ai/learn/text-to-speech-software/,,,,,
,https://www.f22labs.com/blogs/13-text-to-speech-tts-solutions-in-2025/,,,,,
,https://smallest.ai/blog/best-text-to-speech-tools,,,,,
,https://biglysales.com/best-text-to-speech-software/,,,,,
,https://unrealspeech.com/ai-apps/text-to-speech,,,,,
,https://www.gartner.com/reviews/market/speech-to-text-solutions,,,,,
,https://murf.ai/blog/top-speech-to-text-softwares,,,,,
,https://www.meetjamie.ai/blog/10-best-speech-to-text-software,,,,,
,https://www.techradar.com/news/the-best-free-text-to-speech-software,,,,,
,https://speaktor.com/best-free-text-to-speech-apps/,,,,,
,https://www.kukarella.com/resources/text-to-speech/the-8-best-free-text-to-speech-and-ai-voice-generators-in-2025-tested-and-compared,,,,,
,https://www.softlist.io/best-text-to-speech-free-software-to-try/,,,,,
,https://maestra.ai/blogs/best-text-to-speech-software,,,,,
,https://www.notta.ai/en/blog/voice-translator-app,,,,,
,https://www.jotme.io/blog/audio-translation,,,,,
,https://murf.ai/blog/best-voice-translation-apps,,,,,
,https://blog.openl.io/best-speech-translator/,,,,,
,https://voice-ping.com/blog/en-voice-translation-apps/,,,,,
,https://www.aiphone.ai/blog/best-real-time-translation-apps/,,,,,
,https://www.stenomatic.ai/post/best-voice-translator-apps,,,,,
,https://www.timekettle.co/en-inter/blogs/tips-and-tricks/best-ai-voice-translator-apps,,,,,
,https://www.jotme.io/blog/best-live-translation,,,,,
,https://www.forasoft.com/blog/article/multilingual-translation-video-calls,,,,,
,https://www.interprefy.com/resources/blog/live-translation-options-for-ms-teams-2025-interpretation-and-ai-captions,,,,,
,https://tactiq.io/learn/top-tools-for-live-meeting-translation-2025,,,,,
,https://aistoryland.com/best-ai-platforms-for-real-time-translation-in-meetings/,,,,,
,https://maestra.ai/blogs/best-real-time-translators-for-meetings,,,,,
,https://www.stenomatic.ai/post/best-simultaneous-translation-app,,,,,
,https://www.flexclip.com/learn/how-to-add-bilingual-subtitles-to-video.html,,,,,
,https://www.syedgakbar.com/projects/dst,,,,,
,https://www.kapwing.com/subtitles/translator,,,,,
,https://maestra.ai/blogs/top-10-video-translator-apps,,,,,
,https://geekflare.com/guide/subtitle-translation-tools/,,,,,
,https://voicenotes.com/blog/free-transcription-software,,,,,
,https://clickup.com/blog/ai-transcription-tools/,,,,,
,https://meetgeek.ai/blog/best-free-transcription-software,,,,,
,https://www.theinsaneapp.com/tools/top-ai-transcription-tools/,,,,,
,https://sonix.ai/resources/best-ai-tools-for-transcription/,,,,,
,https://www.business.com/articles/best-text-to-speech-software/,,,,,
,https://soundmadeseen.com/blog/best-text-to-speech-software-tools,,,,,
,https://www.ringover.com/blog/text-to-speech,,,,,
,https://www.jivochat.com/blog/tools/best-text-to-speech-ai.html,,,,,
,https://dig.watch/updates/best-ai-dictation-tools-for-faster-speech-to-text-in-2026,,,,,
,https://uk.pcmag.com/productivity/140101/the-best-text-to-speech-tools-for-every-type-of-user?p=1,,,,,
,https://www.goodfirms.co/text-to-speech-software/,,,,,
,https://www.peerspot.com/categories/speech-to-text-services,,,,,
,https://galileo.ai/blog/best-real-time-speech-to-text-tools,,,,,
,https://newo.ai/insights/best-speech-to-text-apps-and-apis-for-easy-voice-conversion/,,,,,
,https://mymeet.ai/blog/top-speech-to-text-apps,,,,,
,https://tactiq.io/learn/5-best-speech-to-text-online-tools-free,,,,,
,https://www.ifaxapp.com/hipaa/best-hipaa-compliant-speech-to-text-solutions/,,,,,
,https://galileo.ai/blog/top-enterprise-speech-to-text-solutions-for-enterprises,,,,,
,https://rigorousthemes.com/blog/best-websites-that-read-text-aloud-for-free/,,,,,
,https://voicegenerator.io/,,,,,
,https://speaktor.com/best-text-to-speech-app-for-android/,,,,,
,https://ttsmaker.com/,,,,,
,https://ttsfree.com/,,,,,
,https://www.listening.com/blog/text-to-speech-apps/,,,,,
,https://ai-speaker.net/en,,,,,
,https://musely.ai/tools/text-reader,,,,,
,https://speechify.com/blog/free-text-speech/,,,,,
,https://www.courselounge.com/best-text-to-speech-apps/,,,,,
,https://www.cyberlink.com/blog/the-top-audio-editors/3295/ai-text-reader,,,,,
,https://texttospeechhub.com/,,,,,
,https://nagish.com/post/android-text-to-speech-apps,,,,,
,https://softwareaccountant.com/best-text-to-speech-software/,,,,,
,https://www.founderjar.com/best-text-to-speech-software/,,,,,
,https://speechify.com/blog/best-text-to-speech-apps/,,,,,
,https://www.all-ai.de/tools/ki-top-tools100/10-text-to-speech-tts-tools-im-gro%C3%9Fen-vergleich-08-2024,,,,,
,https://www.bestapp.com/best-translation-apps/,,,,,
,https://www.androidauthority.com/best-translations-apps-android-98787/,,,,,
,https://www.aiphone.ai/blog/ai-voice-translator-apps/,,,,,
,https://speechify.com/blog/voice-translator/,,,,,
,https://www.aiphone.ai/blog/top-phone-call-translators/,,,,,
,https://maestra.ai/blogs/best-translation-apps,,,,,
,https://insiderbits.com/apps/best-translation-apps-of-2025/,,,,,
,https://maestra.ai/tools/web-captioner,,,,,
,https://akkadu.ai/blog/translate-whatsapp-calls-ai-live-captions/,,,,,
,https://www.linkedin.com/pulse/5-video-meeting-platforms-offer-real-time-translation-jiyeon-lee-prm5c,,,,,
,https://texta.ai/ai-tools/free-ai-transcript-generator,,,,,
,https://krisp.ai/blog/ai-transcription-tools/,,,,,
,https://notegpt.io/blog/best-free-audio-transcript-tools-2025,,,,,
,https://geekflare.com/best/best-transcription-software/,,,,,
,https://www.softwareworld.co/free-text-to-speech-software/,,,,,
,https://www.courselounge.com/best-text-to-speech-software/,,,,,
,https://www.dupdub.com/blog/top-7-free-ai-voice-generators-&-text-to-speech-tools-2025,,,,,
,https://www.feedough.com/startup-resources/the-10-best-text-to-speech-software/,,,,,
,https://appuals.com/best-professionl-tts-software/,,,,,
,https://multimedia.easeus.com/tts-article/best-free-text-to-speech.html,,,,,
,https://micmonster.com/most-natural-sounding-text-to-speech-tools/,,,,,
,https://www.tenorshare.com/knowledge/speechify-alternative.html,,,,,
,https://clickup.com/blog/speech-to-text-software/,,,,,
,https://web-hobbies.com/en/audiovisual/ai-voice-generator-text-to-speech-best-free-tools/,,,,,
,https://www.camb.ai/blog-post/best-free-text-to-speech-ai-apis,,,,,
,https://www.apphitect.ae/blog/best-speech-to-text-apis/,,,,,
,https://www.peerspot.com/categories/text-to-speech-services,,,,,
,https://verbit.ai/our-news/verbit-awarded-2022-best-speech-to-text-solution-by-ai-breakthrough/,,,,,
,https://deepgram.com/learn/best-speech-to-text-apis,,,,,
,https://bookscouter.com/blog/read-aloud-apps-text-to-speech-software/,,,,,
,https://www.upuply.com/blog/best-text-to-speech-software,,,,,
